index,question,options,default_true,solution_true,default_correct_true,default_false,solution_false,default_correct_false,pred_a_true,correct_a_true,raw_a_true,pred_a_false,correct_a_false,raw_a_false,pred_b_true,correct_b_true,raw_b_true,pred_b_false,correct_b_false,raw_b_false,pred_c_true,correct_c_true,raw_c_true,pred_c_false,correct_c_false,raw_c_false,pred_d_true,correct_d_true,raw_d_true,pred_d_false,correct_d_false,raw_d_false
395,"A 45-year-old man with a history of mild renal insufficiency and rheumatic heart disease is in the cardiac care unit on postoperative day 5 after a mitral-valve replacement. He describes severe pain, localized to the middle of his left foot, that started suddenly the previous night. His hospital course has been complicated by mild volume overload for which he has received intravenous furosemide. He reports no history of joint pain or recent trauma. He has a temperature of 38.2°C. He is in sinus rhythm with a rate of 66 beats per minute, a blood pressure of 126/70 mm Hg, and an oxygen saturation of 94% while breathing ambient air. Physical examination reveals marked erythema and swelling over the left midfoot but no swelling over the ankle joint. Squeezing the midfoot elicits severe pain even when an effort is made to avoid the erythematous area. He does not have pain with plantar flexion or dorsiflexion, but he cannot bear weight without substantial discomfort. Which diagnosis is most likely in this case?",A. Yes   B. No,A,A,True,B,B,True,A,True,A,B,True,B,A,True,A,B,True,B,A,True,A,B,True,B,A,True,A,B,True,B
396,"A 19-year-old female student-athlete with no prior medical condition or medication presents for evaluation of elevated blood pressure. Her current reading is 182/100 mm Hg, with consistent measurements between upper and lower extremities. Previous readings include 178/85 mm Hg one week ago and 185/90 mm Hg six months prior. A home measurement from last week showed 162/95 mm Hg in the right upper extremity. Her dorsalis pedis pulses are strong and equal bilaterally, without radiofemoral delay. The physical exam is normal except for elevated blood pressure, and no bruits are detected. Pregnancy test is negative. Laboratory studies, including complete blood count, comprehensive metabolic panel, thyroid function test, and inflammatory markers, are all within normal range. What is the most probable diagnosis?",A. Yes   B. No,A,A,True,B,B,True,A,True,A,B,True,B,A,True,A,B,True,B,A,True,A,B,True,B,A,True,A,B,True,B
397,"A 56-year-old man is brought to the emergency department with severe back pain that began 2 hours ago. He describes the pain as stabbing, located between the scapulae, and rates it as 9 out of 10 in intensity. He has vomited once during this episode. His medical history includes hypertension and type 2 diabetes mellitus with diabetic nephropathy. He is currently taking lisinopril and metformin. On examination, he is diaphoretic and disoriented to person, place, and time. His temperature is 37.3°C (99.1°F), pulse is 110/min, respirations are 20/min, and blood pressure is 210/130 mm Hg. The lungs are clear to auscultation, and cardiac examination reveals no murmurs, rubs, or gallops. The left radial pulse is decreased. Laboratory results are as follows: | Hemoglobin | 13.5 g/dL | | --- | --- | | Leukocyte count | 10,000/mm³ | | Platelet count | 230,000/mm³ | | Serum | | | Na⁺ | 139 mEq/L | | K⁺ | 4.1 mEq/L | | Cl⁻ | 103 mEq/L | | Creatinine | 2.6 mg/dL | | Glucose | 230 mg/dL | | Alkaline phosphatase | 55 U/L | Urine toxicology is positive for opiates and cocaine. An ECG shows sinus tachycardia without ischemic changes. Chest x-ray reveals a widened mediastinum. Which is the most appropriate next step in management?",A. Yes   B. No,B,A,False,B,B,True,B,False,B,B,True,B,B,False,B,B,True,B,B,False,B,B,True,B,A,True,A,B,True,B
398,"A 56-year-old man arrives at the emergency department with sudden right scrotal pain, accompanied by swelling and nausea, which began three hours earlier after lifting a heavy object. He reports that the swelling has been intermittently present for years, worsening with physical strain or coughing, but it had never been painful before. His medical history is unremarkable, but he has a 26-pack-year smoking history. Vital sign include blood pressure of 150/90 mm Hg, heart rate of 85/min, respiratory rate of 14/min, and temperature of 37.8℃ (100.0℉). BMI is 32.9 kg/m2. Physical examination reveals a moderately distended abdomen and a tender, erythematous, non-reducible scrotal swelling on the right. Which diagnostic test is most appropriate to confirm the diagnosis in this patient?",A. Yes   B. No,A,A,True,B,B,True,A,True,A,B,True,B,B,False,B,B,True,B,B,False,B,B,True,B,A,True,A,B,True,B
399,"An adolescent male with a confirmed COL1A1 genetic mutation presents to the emergency department reporting an unsteady gait and difficulty buttoning his shirt. On physical examination, extension and adduction of his fingers cause spontaneous abduction of the small finger. Additionally, snapping the distal phalanx of his middle finger results in spontaneous flexion of the other fingers. What is the most likely underlying cause of his symptom?",A. Yes   B. No,A,A,True,B,B,True,A,True,A,B,True,B,A,True,A,B,True,B,A,True,A,B,True,B,A,True,A,B,True,B
400,"A 72-year-old male presents to the emergency department with worsening pain, swelling, redness, and warmth at the site of a cardiac pacemaker implanted 3 weeks ago. He is afebrile, and examination of the left-chest generator pocket reveals redness, warmth, and induration. There are no sign of infective endocarditis. What is the most appropriate next step in managing this patient?",A. No   B. Yes,A,B,False,A,A,True,A,False,A,A,True,A,A,False,A,A,True,A,A,False,A,A,True,A,A,False,A,A,True,A
401,"A 45-year-old male presents to the emergency department with a 3-day history of left leg pain, redness, fever, and chills. His medical history includes type 2 diabetes mellitus, hypertension, hyperlipidemia, and Crohn’s disease. On examination, his temperature is 38°C (100.4°F), blood pressure is 122/60 mmHg, pulse is 117/min, respiratory rate is 14/min, and oxygen saturation is 97% on room air. The left lower extremity, from the knee to the foot, is erythematous, indurated, firm, warm, and moderately tender to palpation, with no crepitus or necrosis observed. The patient reports no changes in the leg’s appearance over the past 2 days. He is started on IV fluids, broad-spectrum antibiotics, and blood cultures are drawn. A Laboratory Risk Indicator for Necrotizing Fasciitis (LRINEC) score of 6 is calculated, indicating a moderate likelihood of necrotizing soft tissue infection (NSTI). What is the next best step in management?",A. Yes   B. No,B,A,False,B,B,True,B,False,B,B,True,B,B,False,B,B,True,B,B,False,B,B,True,B,B,False,B,B,True,B
402,A 52-year-old female patient comes for her yearly check-up. Her medical history includes ulcerative colitis treated with regular prednisone until undergoing total colectomy 4 years ago. She reached menopause at age 50 and has no history of fractures. Her current medication include a calcium-vitamin D supplement and a multivitamin containing 400 IU cholecalciferol. Her mother had a fatal hip fracture at age 69 due to post-surgical pulmonary embolism. Physical examination reveals a height of 170 cm (down from 173 cm at age 32) and weight of 55.3 kg. Her renal function is normal. Laboratory results show: | | Patient value | Reference range | | --- | --- | --- | | Calcium (mg/dL) | 10.9 | 9.0–10.5 | | Phosphorus (mg/dL) | 2.3 | 3.0–4.5 | | Albumin (g/dL) | 3.5 | 3.5–5.5 | | Intact parathyroid hormone (pg/mL) | 93 | 10–60 | | 25-hydroxyvitamin D (ng/dL) | 28 | 30–80 | Her bone mineral density T scores are -1.6 (lumbar spine) and -1.5 (femoral neck). The WHO Fracture Risk Assessment Tool indicates a 10-year risk of 8.6% for major osteoporotic fracture and 0.8% for hip fracture. Which method would best predict this patient's fracture risk?,A. Yes   B. No,A,A,True,B,B,True,B,False,B,B,True,B,A,True,A,B,True,B,A,True,A,B,True,B,B,False,B,B,True,B
403,"A 27-year-old primigravida at 33 weeks gestation visits her primary care physician with concerns about generalized swelling in her ankles and legs. Her medical history is significant for diabetes and obesity. Her vital sign show: temperature 98.5°F (36.9°C), blood pressure 147/92 mmHg, heart rate 80/min, respiratory rate 15/min, and oxygen saturation 97% on room air. Physical examination reveals bilateral lower extremity edema. What is the most appropriate initial step in management?",A. No   B. Yes,B,B,True,A,A,True,B,True,B,A,True,A,B,True,B,A,True,A,B,True,B,A,True,A,A,False,A,B,False,B
404,"An 18-year-old girl presents to clinic for her first well-woman visit. She has no complaints currently. Menarche was at age 13, and her last menses was 2 weeks ago. Her temperature is 99.5°F (37.5°C), blood pressure is 110/60 mmHg, pulse is 84/min, and respirations are 15/min. Her physical exam, including pelvic exam, is normal. She currently takes no medication and has no allergies. She denies illicit drug use and acknowledges that she is sexually active. Which is the most appropriate way to begin obtaining a sexual history?",A. No   B. Yes,A,B,False,A,A,True,A,False,A,A,True,A,A,False,A,A,True,A,A,False,A,A,True,A,A,False,A,A,True,A
405,"A 36-year-old female patient seeks medical attention for pain in her lower back and buttocks that developed after participating in her first intensive yoga session the previous day. She reports experiencing sharp pain and muscle spasms in her lower back that radiate to both buttocks. During the osteopathic examination, palpation of the L5 transverse process reveals tenderness, with the left thumb positioned more posteriorly compared to the right thumb. This finding becomes less noticeable when the patient performs forward flexion. Given these finding, what is the most likely sacral diagnosis?",A. Yes   B. No,A,A,True,B,B,True,B,False,B,B,True,B,A,True,A,B,True,B,B,False,B,B,True,B,A,True,A,B,True,B
406,"A 72-year-old female patient presents for follow-up of hypertension and reports noticing a swelling in the anterior triangle of her neck over the past 12 to 18 months. She denies symptom such as weight changes, palpitations, muscle weakness, skin or voice changes, or neck pain. She has no history of radiation exposure or family history of thyroid cancer. On examination, her blood pressure is 142/87 mm Hg, heart rate is 92 beats per minute, and temperature is 36.5°C. A 2- to 3-cm swelling is observed at the base of the neck, just to the right of the trachea, which moves upward with swallowing. The swelling is non-tender, not tethered to the skin, and there is no lymphadenopathy. The palms are slightly diaphoretic, but no other sign of thyroid dysfunction are noted. Laboratory results are as follows: | | Patient value | Reference range | | --- | --- | --- | | Thyroid-stimulating hormone (μU/mL) | 0.03 | 0.5–4.7 | | Calcium (mg/dL) | 9.4 | 9.0–10.5 | | Phosphorus (mg/dL) | 3.6 | 3.0–4.5 | | Albumin (g/dL) | 3.8 | 3.5–5.5 | The complete blood count is within normal limits. What is the most appropriate next step in evaluating this patient?",A. No   B. Yes,B,B,True,A,A,True,B,True,B,A,True,A,B,True,B,A,True,A,B,True,B,A,True,A,B,True,B,A,True,A
